RA	DEC	MAG
272.16077780	-21.44955654	6.58
272.16348946	-2.90743307	6.92
272.18955260	20.81457203	4.30
272.22024304	20.04528382	5.16
272.22068450	24.96664299	6.75
272.22518498	-25.47303602	6.76
272.29242500	30.46919267	6.53
272.33888844	29.95156418	6.97
272.34375880	-36.67251846	6.55
272.39110031	3.99328654	5.79
272.40688326	38.45891534	6.52
272.43071298	-13.93442721	6.52
272.47502296	3.12029682	5.77
272.48996303	-59.04017540	6.50
272.49577622	36.46625671	5.73
272.49984266	-32.71927087	6.56
272.52418933	-30.72859747	5.68
272.53636926	16.47661734	6.22
272.60941453	-62.00276787	5.59
272.63138418	54.28595220	6.14
272.66786991	3.32426855	5.66
272.70835894	44.59833352	6.99
272.73060993	-33.80006816	6.09
272.76836410	-47.51304791	6.24
272.77175409	-25.76233462	6.81
272.77306755	-41.35902019	5.93
272.77984068	60.40952138	6.50
272.80740093	-45.95432704	4.68
272.81161273	-19.84188262	6.39
272.81567436	-75.89079431	6.02
272.86223249	-5.20499574	6.76
272.88326581	25.56115712	6.95
272.89655138	48.28964011	6.82
272.93000148	-55.36165011	6.88
272.93053328	-23.70116777	5.13
272.93796497	33.44702748	6.00
272.97569523	31.40528840	5.02
272.99229445	-28.90151763	6.52
273.14235762	-73.67177867	5.96
273.16814586	2.81281221	6.71
273.17759517	41.14694669	6.53
273.23435912	-50.55864163	6.58
273.26598666	2.98061833	6.87
273.27009912	38.77347463	6.03
273.29162840	-4.01166263	6.66
273.30291529	-41.33609648	5.41
273.31530787	16.27327829	6.89
273.31886640	21.88020909	6.27
273.35474902	11.88428938	6.89
273.40556307	-31.96731517	6.78
273.44086963	-21.05883031	3.87
273.44785105	-46.31246048	6.83
273.46758969	2.39349229	6.55
273.47232710	64.39719935	5.09
273.53221160	28.21648458	7.00
273.56629234	-21.71310708	5.61
273.56814899	-63.68954100	6.61
273.60050940	-70.75117670	6.71
273.67089504	56.58817842	6.75
273.68329895	29.20788970	6.63
273.73421172	49.15812447	6.99
273.77128168	-29.82296064	6.80
273.80377287	-20.72826670	5.34
273.80403819	-20.38796936	5.96
273.81595437	54.14093192	6.99
273.82103715	68.75596485	6.12
273.86115625	-48.85163090	6.74
273.86383196	-34.59450262	6.91
273.86952400	86.65768383	6.58
273.87818188	-18.66157177	6.11
273.88553064	45.20959588	6.44
273.91158071	42.15934312	5.53
273.91743437	-33.09152798	6.95
273.91942956	-63.05530804	5.74
273.96210248	-36.57375634	6.91
273.97221091	30.39983546	6.93
273.97247295	-44.20649632	5.61
273.99137704	-3.61798359	6.41
274.02323196	2.37758611	6.09
274.22121187	-3.00673658	6.16
274.23955847	-27.71560511	6.82
274.24488766	68.74169017	6.77
274.25382686	-51.06824435	6.05
274.27019535	1.00580088	6.70
274.27895133	40.93657224	6.29
274.28140609	-56.02331993	5.35
274.29845504	-17.37385188	5.94
274.32392345	-38.17769924	6.86
274.34860342	-28.28860655	6.48
274.35033079	-28.65202985	6.23
274.35065994	-9.75846509	6.38
274.36898577	-18.46344703	6.54
274.40103799	-34.10723517	6.01
274.40712962	-15.43070964	6.81
274.40720490	-36.76128103	3.15
274.46272398	-33.39614939	6.99
274.46305484	-18.79849827	6.75
274.47848125	17.98122684	6.95
274.50398642	-68.22921619	6.31
274.51226775	13.77705548	6.29
274.51328312	-27.04263452	4.78
274.53214741	18.13168429	6.25
274.53217527	23.29693573	6.55
274.58492278	-54.33241069	6.98
274.60225285	12.98043124	6.77
274.62696238	-34.68610282	6.91
274.66730983	-42.28838505	6.25
274.67400884	-25.60471619	6.66
274.78479832	71.51776438	6.78
274.78984693	7.25976189	5.57
274.79447741	24.44604619	5.44
274.91699348	-63.88589103	6.29
274.92230057	-45.69882271	6.96
274.96550503	36.06444696	4.50
274.96696427	29.66638344	6.16
274.98373083	51.34794769	6.47
275.00715104	-48.76517487	6.61
275.02140210	-7.98130446	6.64
275.03653519	-15.83160305	5.52
275.07008291	-35.42867942	6.86
275.07459830	21.96144090	5.02
275.10553119	28.98353917	6.58
275.16111566	22.79743201	6.79
275.17565842	-59.83987251	6.95
275.18933831	71.33772734	4.20
275.21692548	3.37714467	5.01
275.22995361	-37.48763070	6.61
275.23737263	29.85879387	5.68
275.24842337	-29.82803914	2.87
275.25423981	28.86983516	5.18
275.25577126	-43.77488698	6.74
275.25974572	72.73369763	3.67
275.27977872	49.72540851	6.56
275.30169213	-26.08512440	6.98
275.31008630	-39.02170116	6.82
275.32883578	-2.89712200	3.40
275.34578527	-18.85998365	5.86
275.36569554	25.05676485	6.97
275.36834467	5.43574551	6.13
275.37286063	51.30114427	6.79
275.38068395	-24.91527108	6.04
275.38618655	49.12146945	5.10
275.45185748	21.50778869	6.81
275.50055387	-28.42995389	6.22
275.53622172	23.28498721	5.52
275.54910559	51.54193453	6.89
275.57751714	-38.65682498	5.22
275.64713837	12.02964433	6.01
275.70414875	17.82657724	5.41
275.72115824	-36.66949254	5.30
275.75876704	-10.21892931	6.37
275.76223559	16.68803424	6.39
275.76863999	-60.74916255	6.87
275.80069792	-12.01470763	5.72
275.80675239	-61.49390506	4.49
275.83108500	14.70006609	6.73
275.87008800	-36.23800004	5.69
275.90182621	-75.04432557	5.49
275.91480755	-8.93451038	4.83
275.92402821	21.77034249	4.01
275.93361502	38.34507437	6.93
275.94981191	53.30086319	6.40
275.97770388	58.80058520	5.01
275.98864382	38.73917674	6.55
275.99976776	43.90774346	6.71
276.01499107	-3.58304161	6.44
276.02343846	20.45225064	6.82
276.03561291	79.22254430	6.71
276.03825240	83.17545653	6.19
276.04310967	-34.38431460	1.80
276.04560229	42.46695214	6.69
276.05750733	39.50724983	5.13
276.07600345	-44.11020130	5.18
276.13795104	-49.65251379	6.57
276.17520437	-7.07587257	6.45
276.23835484	-1.57940317	6.25
276.24358491	27.39481834	6.29
276.25630334	-30.75640093	5.72
276.28698192	5.08455364	6.74
276.31330209	-13.97840802	6.72
276.31985889	-57.09546897	6.95
276.33764809	-20.54160918	4.94
276.34040865	-35.99203084	6.31
276.36615530	22.70681302	6.77
276.38178872	-63.02128653	6.19
276.41167222	8.03202440	5.79
276.47752648	-33.94569163	6.29
276.48014319	14.96628017	6.36
276.49488169	29.82898959	5.84
276.49578299	65.56354628	4.98
276.51400398	0.78048052	6.94
276.58182891	26.22773104	6.85
276.67001005	-30.39318111	6.87
276.67053001	26.44923123	6.47
276.72503769	-48.11710875	5.60
276.74345947	-45.96832919	3.42
276.78693235	-8.04043090	6.66
276.80212484	0.19612982	5.30
276.92538623	59.54901845	6.59
276.93233601	-26.63475516	6.38
276.94120566	24.69737786	6.95
276.95618477	-29.81690216	6.01
276.95967451	3.74858969	6.19
276.98533921	-17.80034975	6.20
276.99278955	-25.42124732	2.98
276.99489066	6.19416039	5.71
277.02571606	-26.75715814	6.33
277.02644303	-84.38723353	6.48
277.11297477	-38.99556950	5.68
277.20723319	-49.07003097	4.27
277.23899145	-26.58205851	6.71
277.29938301	-14.56580499	4.71
277.29969528	-29.25941911	6.99
277.30363419	-43.84599218	6.52
277.31995745	-38.85126561	6.63
277.33342045	-80.23255408	6.12
277.33692821	17.98394937	6.76
277.34161167	-25.25658911	6.64
277.39879328	23.86620645	5.85
277.42067689	-1.98522563	5.54
277.43734872	77.54706964	5.81
277.44477862	-14.58202326	6.03
277.48298947	-47.22051319	5.85
277.48615404	-57.52308279	5.90
277.48806890	10.48288389	6.99
277.52133439	4.06536743	6.71
277.54934640	-18.72857432	5.79
277.55957304	-5.72412820	6.43
277.67350531	20.81568735	6.63
277.73456523	-48.01476179	6.71
277.76229716	-41.91375727	6.07
277.76861912	16.92860639	5.78
277.77018839	-32.98900140	5.43
277.81213366	65.43585416	6.68
277.82935904	-18.90833868	6.95
277.84344394	-62.27819116	4.59
277.85705350	-10.79579343	5.80
277.85958633	-18.40264541	5.13
277.93931691	-45.91474360	4.89
277.97222239	-19.12505743	6.93
277.98426606	-43.50736445	5.87
277.98745241	-1.00296614	5.99
278.00810133	-45.75735390	5.04
278.02867924	3.65959509	6.41
278.04742968	52.11553235	6.56
278.07838327	67.77689330	6.80
278.08607249	-14.64421705	6.41
278.08877815	-39.70390941	5.19
278.14384287	57.04561627	4.90
278.15777070	46.09252952	6.84
278.18050927	-14.86565430	5.55
278.19227861	23.61677633	6.01
278.20812019	30.55418062	5.45
278.23053953	-73.96538378	6.05
278.25354464	-39.89182658	6.32
278.29207372	-18.36836719	6.91
278.31002888	-24.10951910	6.82
278.31107027	18.91573202	7.00
278.34464313	-5.91164933	6.38
278.34599951	30.89210594	6.52
278.34616671	-38.72000270	6.40
278.34638866	-38.72593259	5.65
278.34709587	8.26827334	6.42
278.37268558	-58.70853166	6.55
278.37566714	-42.31245871	4.78
278.41251698	-14.85359142	5.76
278.44859256	46.21912094	6.72
278.47286565	-24.03226534	5.59
278.48624439	52.35350951	5.54
278.49068660	-33.01653262	5.24
278.56032952	-66.27926013	6.92
278.58152725	20.46642488	6.62
278.58204710	29.74197876	6.80
278.60535895	-54.08798071	6.81
278.61360814	-34.81575363	6.99
278.62874504	51.78232810	6.64
278.62972810	-52.89141853	6.37
278.63650484	-24.22238928	6.64
278.67492448	-50.72169328	6.95
278.69787478	10.89200074	6.50
278.75984804	-10.97719406	5.28
278.80182442	-8.24330819	4.01
278.80245637	18.20339202	5.80
278.80626144	34.45800106	6.07
278.83880126	-20.84043868	6.56
278.84869803	-19.26850624	6.70
278.86071514	-32.89076711	6.91
278.87664511	23.60552870	5.79
278.90198202	4.93606108	6.50
278.97163554	16.97586994	6.33
278.97810034	72.38021591	6.96
278.99850622	-29.69907952	6.52
279.04997430	41.27807382	6.95
279.05518973	65.48851424	6.14
279.06245602	30.58466676	6.84
279.11598380	9.12281663	5.47
279.12083367	4.95508010	6.90
279.15428615	22.10760395	6.79
279.15562439	33.46903738	5.38
279.16288632	6.67215598	5.52
279.17548061	15.44803672	6.92
279.18971607	43.22184097	6.28
279.22527708	3.78987778	6.76
279.23410832	38.78299311	0.09
279.26367197	-28.51273226	6.94
279.28771035	16.19817678	6.47
279.28927241	0.95108452	7.00
279.30260865	11.42152504	6.58
279.33555482	11.35583605	6.90
279.35747037	-47.07454249	6.96
279.36996324	29.58464839	6.86
279.37392015	-2.92004179	6.90
279.38963009	62.52646287	5.73
279.39981039	-0.30942411	5.80
279.43943981	-4.80690952	6.86
279.45187477	5.88346889	6.68
279.46486430	-17.23128090	6.90
279.47678201	-21.39756504	6.00
279.49973923	28.62993513	6.88
279.51866979	-14.00476208	6.56
279.52696572	39.66830549	5.87
279.57926259	-1.11298892	6.74
279.59914723	-3.19372155	6.61
279.60132973	60.71092469	6.74
279.62798112	-23.50484560	5.78
279.63166151	-48.72070507	6.68
279.64331628	15.08366782	6.79
279.66606001	4.85490696	6.78
279.67447388	-30.02789550	6.94
279.72269706	-21.05150199	5.98
279.75862981	-23.18208209	6.85
279.80946248	-47.90980354	5.91
279.82448412	-34.16628178	6.66
279.88760628	40.93506238	6.23
279.89660339	-43.18577561	5.49
279.90364920	5.26428186	6.51
279.94923307	-58.86920774	6.92
279.96499361	7.35870967	6.43
279.97003869	52.19602352	5.98
279.97365923	-20.07120159	6.74
280.00166783	-7.79070788	5.94
280.00805744	30.84938758	6.59
280.05077302	38.36717856	6.56
280.09066164	26.13086180	6.87
280.18287968	-47.02727395	6.83
280.23499041	62.74933514	6.26
280.31815697	30.29469963	6.94
280.33771933	-50.47255005	6.70
280.36877818	12.23653353	6.99
280.37789502	-48.09440735	6.63
280.39349220	-3.11848621	6.86
280.42045791	40.71792798	6.72
280.42210755	31.61759677	6.40
280.42691728	-14.56424178	6.54
280.46504286	-23.83335457	6.28
280.53369641	34.74631578	6.45
280.55983879	-81.80807287	6.24
280.56842553	-9.05255357	4.79
280.57453939	-7.33732102	6.92
280.59385484	-47.76089140	6.71
280.59428923	-64.64297471	6.41
280.65050619	-7.07363239	6.29
280.65399914	15.19941373	6.94
280.65815094	55.53940044	5.01
280.72961269	-19.28412831	6.07
280.75889095	-71.42772867	4.17
280.76320213	-78.06626301	6.88
280.79309753	70.79286156	6.44
280.81904610	39.30008217	6.59
280.87086600	53.87179692	6.22
280.88016751	-8.27524299	5.05
280.90039215	36.55646483	6.21
280.90549491	-64.55131121	5.93
280.94558795	-38.32331062	5.15
280.96340419	-6.81801161	6.40
280.96455427	10.90114332	6.67
280.96505950	31.92691949	5.77
280.97656881	47.61630344	6.83
281.02146593	38.53304638	6.66
281.03304750	-36.71823408	6.47
281.03655816	-19.31788263	6.84
281.07610546	61.04809633	6.17
281.08066463	-35.64192109	4.80
281.08473883	39.66997686	4.73
281.09489936	39.61259557	4.65
281.16785681	23.59009138	6.40
281.17016835	-6.53613416	6.80
281.19306613	37.60505025	4.40
281.20079095	37.59456466	5.79
281.20667981	-25.01086335	5.83
281.20805403	2.06007487	5.00
281.23079242	54.89718881	6.42
281.23297286	-0.37339176	6.89
281.23812444	-39.68617292	5.56
281.24683926	-39.74968463	6.86
281.29791008	-61.09513879	6.17
281.32767265	-21.00154643	6.45
281.32803642	-35.85663046	6.73
281.34969323	-56.88191929	6.36
281.36190079	-64.87089771	4.84
281.36814952	5.50012301	5.83
281.38004895	19.96989935	6.74
281.39839498	21.98467809	6.54
281.40478176	-48.26404705	6.87
281.40858706	79.94250866	6.48
281.41397083	-26.99077940	3.13
281.41554660	20.54712356	4.30
281.42282857	15.72539790	6.75
281.44481933	74.08535352	5.41
281.48330795	-50.87267791	6.22
281.50479832	-19.60636956	6.29
281.51600626	-27.49906167	6.77
281.51861708	26.66207055	4.99
281.51877465	18.48784966	6.99
281.53735438	-44.22300943	6.90
281.55420304	41.44181072	6.03
281.56583128	-72.81337122	6.94
281.58578518	-22.39218449	5.49
281.59276611	75.43379735	5.39
281.61909463	-0.96163956	5.92
281.66428606	-39.73086024	6.95
281.67230062	18.70596703	6.29
281.67949234	52.98797002	5.88
281.68051716	-10.12503854	5.82
281.69694829	-29.63155862	6.82
281.74610599	46.31496028	6.54
281.74626688	-50.09453463	6.61
281.75509317	18.18122968	4.39
281.79365558	-4.74782871	4.38
281.83309531	16.90853524	6.84
281.85137947	-49.63045328	6.91
281.87073367	-5.70507074	5.52
281.91714901	49.07482911	6.70
281.93583145	-40.40612167	5.35
281.95501862	-77.86861256	6.52
281.96804524	-20.27450068	6.97
281.98905393	31.75684463	6.01
282.01111795	4.24138735	6.33
282.04934910	-14.70825716	6.97
282.05582225	-19.19888926	6.97
282.06704599	48.76743801	6.19
282.06827761	23.51476509	6.29
282.09438352	15.39414510	6.96
282.15815797	-65.07748945	5.78
282.16453153	-6.00438915	6.56
282.18921391	-18.60115618	6.61
282.21029394	-43.67999681	5.51
282.22240149	19.32877145	5.91
282.23178719	24.05588469	6.53
282.26292816	-32.71042949	6.86
282.28425743	83.90512543	6.90
282.30954988	25.04658260	6.78
282.32142465	-34.74889489	6.76
282.33611447	43.73429004	6.70
282.36367328	-45.81023948	5.95
282.39582542	-43.43404010	5.58
282.39732814	-19.14233741	6.84
282.40493577	0.83623568	6.26
282.41711408	-20.32474038	5.36
282.42064627	-5.91283415	6.11
282.42696490	15.93456178	6.68
282.43198464	-72.99571254	6.06
282.43366641	31.62946227	6.64
282.44130295	32.81283298	5.87
282.47052043	32.55108873	5.26
282.51997462	33.36267788	3.56
282.57544313	60.83751411	6.85
282.58346898	-7.90760778	6.71
282.60223494	24.10669045	6.95
282.62988811	-13.57224271	6.57
282.68977943	10.97637690	6.51
282.71042311	-22.16210451	6.38
282.74377104	-9.77410171	5.95
282.74436344	-41.06267808	6.48
282.77266353	-3.26099582	6.97
282.80002755	59.38828895	4.79
282.83284231	-17.15428346	6.94
282.84232175	-3.31780480	6.15
282.89583932	52.97452091	5.66
282.89954454	28.78365926	6.38
282.90217060	36.53909869	6.07
283.00802921	13.96566731	6.19
283.00922026	59.66701771	6.95
283.03022057	41.38324734	6.26
283.03478021	-21.92141108	6.63
283.04977293	-41.70912112	6.60
283.05431892	-62.18756062	4.17
283.06846943	21.42516648	5.38
283.07761978	14.53555831	6.68
283.11335813	-46.59511945	5.61
283.11798729	-26.65062176	6.45
283.15435467	-29.37956282	6.26
283.16502568	-52.10713766	5.34
283.17369971	-30.73401898	6.64
283.24957133	-46.58635607	6.19
283.25748147	-9.57555831	6.38
283.25984231	-48.36072714	6.22
283.27719596	-18.63677726	6.93
283.30000134	-51.93140800	6.28
283.30642219	50.70828894	5.08
283.30656298	-73.62961980	6.91
283.32708394	40.99514612	6.50
283.36877329	42.90262183	6.72
283.38831290	75.78732295	6.34
283.42064538	-31.99196347	6.91
283.43149392	36.97172755	5.54
283.44286073	57.48659538	6.40
283.47413784	82.36997390	6.90
283.50037663	-21.35979587	5.84
283.50671087	-47.27428374	6.99
283.54239695	-22.74482020	5.00
283.55521736	27.90970126	5.79
283.59133845	10.80831328	6.70
283.59902616	71.29708956	4.99
283.62126995	-45.48625870	6.63
283.62620294	36.89860518	4.22
283.63516351	-49.87900599	6.62
283.63689006	20.61530644	6.90
283.67964704	-15.60302217	5.13
283.68700483	22.64507357	4.72
283.69653895	48.85972353	5.94
283.69853501	-87.60551487	5.44
283.71740921	41.60272814	5.63
283.71883669	33.96858048	6.14
283.77946681	-22.67125323	5.17
283.81631956	-26.29659428	2.01
283.83368820	43.94589260	3.93
283.84813605	-37.38660171	6.65
283.85689766	40.17714943	6.87
283.85799250	-29.21310295	6.90
283.86434313	6.61550576	5.72
283.87651415	14.38501902	6.70
283.87925799	-16.37618751	5.66
283.89876630	42.06017650	6.71
283.93815104	7.17565200	6.85
283.94038204	-56.42337342	6.88
283.97308941	35.81057074	6.83
283.98808843	44.22830892	6.95
283.99994877	-80.72786473	6.59
284.00280341	-23.17371793	5.92
284.01583799	17.99535387	6.63
284.02562647	18.10579902	5.86
284.05483475	4.20352956	4.69
284.05991817	-18.70941364	6.80
284.06088696	4.20205672	5.06
284.07071918	-42.71060161	5.51
284.09442308	-1.79981538	6.20
284.10665456	2.47120367	6.30
284.10725292	65.25815397	5.79
284.11346159	-31.68900191	6.61
284.13350374	-48.99217129	6.80
284.15489096	4.26533443	6.84
284.16871114	-37.34318339	5.31
284.18783092	57.81499531	5.84
284.22791532	-62.80191774	6.59
284.23766942	-67.23353511	4.50
284.25612303	32.90162351	5.33
284.26514217	-5.84621426	4.99
284.29403948	36.46986372	6.85
284.30963032	-43.91694530	6.26
284.31913909	2.53537680	5.57
284.32223249	62.39687223	6.66
284.33532364	-20.65633439	5.09
284.36858877	58.22491647	6.49
284.38843130	32.98953104	6.99
284.39330316	-39.82328561	6.35
284.39878248	-19.15313250	6.99
284.43241556	-21.10662433	3.69
284.48865324	77.05098126	6.66
284.50792438	38.26618277	5.86
284.54178857	-83.42216671	6.35
284.54484488	-20.42374784	6.89
284.56144717	17.36093633	5.48
284.58541625	-24.87685166	6.64
284.58879917	-31.03585600	6.24
284.59879391	6.24018925	6.32
284.60345583	-22.52952554	6.18
284.61564682	-52.93860748	4.84
284.64113204	60.66724814	6.90
284.65247792	-60.20062859	5.28
284.67247706	20.62317944	6.76
284.68114151	-37.10708855	4.92
284.68773621	19.79440022	6.51
284.69411182	40.67919507	6.15
284.69551472	13.90677273	5.98
284.71235563	30.18017204	6.93
284.71924825	69.53126334	6.46
284.72081849	-48.50591349	6.80
284.73593568	32.68955312	3.23
284.74748756	50.80912581	6.49
284.77387015	13.62254853	5.38
284.77396809	43.72098335	6.87
284.79569312	-39.53463573	6.49
284.80121716	39.21732410	6.37
284.82225298	10.14101187	6.81
284.84917715	-12.84046242	5.51
284.84925051	-19.27928904	6.50
284.86158095	-18.56638766	6.53
284.86163132	-75.39006541	6.86
284.87197851	-70.46836740	6.56
284.90578844	15.06847757	4.18
284.93928575	26.23043204	5.42
284.99216447	22.81449194	6.27
284.99351469	-71.93257974	6.79
284.99585762	26.96567320	6.78
285.00342257	32.14549051	5.11
285.01477683	-66.65351408	6.15
285.05696213	50.53345884	5.33
285.07941783	40.68403680	6.52
285.10185041	33.74183466	6.97
285.10324474	-24.94227120	6.51
285.18111302	55.65831944	5.67
285.20903220	42.25288346	6.94
285.22998992	33.80215041	6.21
285.26354736	-37.06085142	6.68
285.26792264	-37.06150446	6.39
285.27064835	-62.86527746	6.90
285.27262462	19.30961261	6.64
285.28960928	-4.43898713	6.99
285.32232152	26.29143333	5.67
285.33046561	29.51889477	6.84
285.34395849	20.83285573	6.79
285.35983210	46.93502175	5.07
285.38966244	-15.28261438	6.48
285.39543418	25.02593227	6.88
285.40724237	-22.69536606	6.36
285.42017236	-5.73901832	4.18
285.45153751	33.62125983	6.35
285.45250371	12.54097560	6.85
285.45592960	22.26437745	6.49
285.52080959	60.12841273	6.99
285.52933604	52.26113740	6.51
285.53540308	-41.91047978	6.22
285.58983810	8.37352914	6.41
285.61537869	-24.84639516	5.80
285.64225756	-10.72174487	6.71
285.65301428	-29.88011429	2.62
285.71923778	19.66101428	6.27
285.72704960	-3.69900363	5.41
285.76584773	-19.24565829	6.12
285.77846922	-42.09499443	4.74
285.77912298	-19.10301593	6.47
285.82369335	-38.25318227	5.81
285.82446474	25.82612145	6.97
285.83057595	0.57617889	6.83
285.87367886	-68.75553290	6.00
285.88432906	1.81893472	5.88
285.92697879	21.26835163	6.69
285.98967365	-51.01824471	6.09
286.00416655	-57.95997203	6.46
286.02542939	-63.78466109	6.96
286.04457658	3.33051705	6.77
286.05915637	-22.89650648	6.80
286.10063233	-5.68484308	6.53
286.10439624	-31.04703255	5.51
286.16636701	-48.40383668	6.82
286.17055765	-21.74135451	3.92
286.21918056	19.14423492	6.71
286.22987335	53.39660317	5.41
286.24024804	-4.03135505	5.56
286.24093053	31.74425746	5.74
286.24280008	30.73344797	6.15
286.28560194	9.64213837	6.93
286.29102390	49.92315319	6.60
286.32740300	-1.51222647	6.60
286.35255180	13.86370983	2.99
286.42158090	-15.66039343	5.94
286.44637945	29.92170180	6.41
286.44874842	6.54699563	6.86
286.54481817	-9.63218568	6.80
286.56229139	-4.88233456	3.40
286.57097754	41.41378620	6.45
286.58301929	-52.34063012	5.29
286.59596842	7.15549520	6.80
286.60433158	-37.06275714	4.31
286.64631072	-1.34611038	6.85
286.65701713	28.62838960	5.60
286.65983699	24.25075812	5.82
286.71715788	-16.22923584	6.00
286.71918034	-37.80976697	6.29
286.72839567	-50.32306734	6.28
286.73164713	-48.29911462	5.96
286.73517629	-27.66981416	3.47
286.74418054	11.07130501	5.06
286.78469618	-18.73812780	6.27
286.78764073	0.64100550	6.57
286.82553958	36.10016754	5.22
286.85623123	32.50166027	5.29
286.87850541	-28.63678162	6.17
286.98867463	16.85412507	6.22
287.00820985	24.72603018	6.60
287.01456055	21.69874452	6.32
287.06066188	-24.65734762	6.31
287.06958032	-19.29028615	5.54
287.08722077	-40.49663760	4.73
287.10785255	52.42586424	6.05
287.13900861	50.36384250	6.91
287.14760048	14.43526333	6.64
287.15706448	24.17930414	6.78
287.16759836	16.85155902	6.75
287.18419092	-18.95279119	6.69
287.18520976	-23.19025090	6.82
287.19528344	-25.07932419	6.86
287.21644540	30.30100628	6.94
287.21766714	-2.28723715	6.74
287.21777649	-55.72014436	6.61
287.24171832	11.29358511	6.82
287.24864513	14.78039936	6.91
287.24965607	6.07339716	5.32
287.26812682	34.59997848	6.84
287.29061868	76.56079335	5.19
287.34637492	30.56627180	6.91
287.36782635	-37.90423953	4.13
287.40153674	-36.16477794	6.55
287.41566407	-39.82718505	6.61
287.44083917	65.97844349	6.27
287.44097404	-21.02352534	2.97
287.44197876	37.79427953	6.91
287.45055090	-19.80345573	6.28
287.46497041	-0.42809819	6.33
287.46925968	-68.42434424	5.47
287.48480235	35.66100779	6.70
287.49022490	-41.89222924	5.84
287.50730185	-39.34070677	4.27
287.53445204	-71.54855070	6.80
287.61492791	-30.00695952	6.62
287.74270190	-6.62180763	6.89
287.75526250	-7.42742450	6.89
287.75794348	-39.00468219	6.36
287.82835331	-29.50224142	6.27
287.84647990	40.42915794	6.23
287.87900681	26.73594891	6.45
287.91883762	56.85909594	5.29
287.94171276	31.28346360	5.92
288.01366099	2.62261658	6.98
288.02173147	49.85423807	5.98
288.04073835	-37.58309057	6.72
288.06544451	47.37499251	6.70
288.10149196	36.18220482	6.95
288.11674670	-21.65832764	6.56
288.13814581	67.66131695	3.23
288.14355604	16.84644822	6.71
288.15301833	21.55456041	6.05
288.16959861	-7.93950077	5.39
288.19207229	-50.48631735	6.28
288.30695700	-25.90676384	5.94
288.31410237	15.03564187	6.85
288.31464939	-12.28250973	5.63
288.38942172	-62.92240445	6.75
288.42791464	2.29371370	5.12
288.43342490	5.51563787	6.51
288.43953645	39.14596968	4.36
288.47245312	25.75881459	7.00
288.47985288	57.70525514	5.16
288.51629164	67.11553561	6.89
288.56664106	-8.71902793	6.71
288.57611516	11.71277924	6.89
288.58534402	55.94035480	6.90
288.65169025	-29.83119759	6.97
288.66467390	-45.19343079	6.07
288.70906864	31.86030131	6.77
288.74518596	27.96108433	6.89
288.75319885	-48.96265777	7.00
288.76120242	20.20315025	6.19
288.78295523	83.46272941	6.54
288.82224652	21.23209944	5.69
288.82992834	50.07111826	6.48
288.83370710	15.08367864	5.75
288.84283842	-6.04978928	6.72
288.85348310	30.52644519	5.96
288.88498822	-25.25660677	4.98
288.88814331	-24.17910471	6.36
288.88872380	73.35521457	4.62
288.88904113	18.51632809	6.52
288.98381295	31.03572591	6.95
288.98733249	27.45593547	6.51
288.99018641	31.24085924	6.80
288.99786092	27.92630021	6.30
289.05433156	21.39044277	4.74
289.09059981	-45.46606262	5.52
289.09206426	38.13372778	4.52
289.09331078	-75.80005223	6.66
289.11159428	14.54461509	5.65
289.11916883	-69.19075492	6.32
289.12926242	4.83482079	5.61
289.13650145	-33.52231593	6.74
289.14451130	6.59668984	6.73
289.15274091	-52.43773290	6.93
289.21414473	46.99839321	6.12
289.25219158	-65.22764410	6.39
289.27545794	53.36816064	3.95
289.30091657	-66.66103756	5.56
289.33320656	39.12112485	6.74
289.38267963	21.81386311	6.95
289.40868994	-18.95288215	5.05
289.41643589	-15.96709261	6.69
289.41662798	22.44123257	6.85
289.43181365	23.02554904	5.46
289.45076722	2.03179581	6.20
289.45416014	11.59539126	5.35
289.50355398	31.02184029	6.73
289.54065361	-53.38688837	6.47
289.54559291	-18.86376811	7.00
289.63030110	0.42338424	6.82
289.63537019	1.08508548	5.27
289.65771814	49.56934700	6.49
289.67322640	-56.14465353	6.75
289.70170105	19.61047566	6.50
289.71222480	0.33900138	6.57
289.71979820	9.61816161	6.48
289.74211539	40.36043925	6.90
289.75062622	-15.53588580	6.20
289.75478526	37.44531278	6.26
289.76562260	33.38889352	6.53
289.77357247	27.26131196	6.86
289.78994895	-15.90832993	6.87
289.86542458	31.96632890	6.81
289.88287813	22.57075982	6.80
289.90175662	54.37605672	6.25
289.90584488	-51.57250365	6.59
289.91268060	37.33098454	6.42
289.91393971	12.37463918	5.60
289.91662081	-35.42142487	5.55
289.94225343	64.39078822	6.49
289.97100182	11.53491074	6.06
290.01165753	-6.62797206	6.87
290.06668355	57.64511743	6.00
290.10282849	-10.56037626	6.89
290.10641262	32.09893579	6.81
290.10915464	-31.81761893	6.65
290.11262630	-1.30988396	6.67
290.11290387	39.92620726	6.96
290.13682588	-5.41587489	5.14
290.13771445	35.18595454	6.27
290.14867994	-0.89216854	5.45
290.15898277	-22.40260314	5.66
290.16696656	65.71443030	4.60
290.17116069	-24.21008068	6.99
290.20130666	-4.50248749	6.96
290.22625358	22.19880716	6.54
290.24938579	19.14538595	6.92
290.35570263	57.76670954	6.75
290.37374869	-34.98322276	6.61
290.39806052	76.55959765	6.19
290.40463261	-19.23441785	6.22
290.41767071	79.60289362	6.09
290.41823037	-17.84725155	3.99
