RA	DEC	MAG
25.95010483	74.60454680	6.75
25.95895146	32.19201138	6.47
25.97837552	-4.76543961	6.33
26.02136441	-15.93955597	3.63
26.07464115	57.53666151	6.23
26.09486099	32.51604103	6.80
26.11055417	46.13976854	6.46
26.13724307	-61.01869036	6.77
26.14985337	3.22373927	6.84
26.15323883	-34.40602089	6.96
26.18195961	-6.76617551	6.59
26.19229561	57.08922153	6.27
26.23271918	20.08340568	6.42
26.34828629	9.15764102	4.43
26.41106016	-25.05243403	5.38
26.42720410	8.55929739	6.55
26.47918313	3.41757837	6.91
26.49694074	-5.73322696	5.49
26.50414338	-27.34872151	6.47
26.52469172	-50.81621317	5.55
26.52557865	-53.52218065	5.06
26.64695097	17.41269320	6.62
26.74308789	-13.88873674	6.74
26.81955818	-41.76004487	6.30
26.82477256	58.02123651	6.93
26.91173970	-20.84506213	6.70
26.93360110	63.85310111	5.77
26.94453905	-80.17616913	6.13
26.94903392	-37.15953257	6.49
26.95001171	46.22988460	6.43
27.04542790	16.95563093	5.85
27.10843265	3.68540364	6.07
27.16184118	37.95293583	6.10
27.17366149	32.68948705	5.91
27.31483954	47.89695175	6.07
27.33067634	-31.07242337	6.52
27.34762392	-10.70331596	6.86
27.36323139	26.47267045	6.89
27.39662961	-10.68618074	4.74
27.45359409	-38.40348295	6.48
27.53575113	22.27535660	5.97
27.56589910	-12.88689038	6.95
27.58367053	-47.81650912	6.31
27.71672491	11.04344590	6.00
27.72699465	-50.20612713	5.99
27.73786884	51.93369809	6.06
27.78939433	20.51441898	6.78
27.82052450	64.85496037	6.59
27.85977105	-39.83587507	6.61
27.86504416	-10.33494526	3.91
27.90749014	-6.87411986	6.58
27.94204315	-15.64748397	6.53
27.94666692	18.29028452	6.76
27.99711412	55.14740479	5.47
28.03897527	50.79286359	5.69
28.04316907	24.11731175	6.90
28.09309303	37.43009231	6.99
28.14474520	-67.94448963	6.76
28.21140471	51.47485303	6.30
28.21703176	-16.92912351	5.86
28.27041595	29.57939727	3.52
28.29393462	28.81898352	6.99
28.32229965	40.72979974	5.57
28.34615301	-38.59470335	6.26
28.38235506	19.29409264	3.86
28.38890233	3.18747844	4.77
28.41174872	-46.30244631	4.41
28.45193321	55.59767097	6.50
28.49080201	10.61472078	6.87
28.59191795	-42.49688104	5.11
28.59226605	8.78104205	6.67
28.59868107	63.67014686	3.31
28.65978771	20.80829949	2.70
28.67144612	78.19656306	6.84
28.68725056	50.29584118	6.94
28.72395703	40.70220085	6.41
28.73339519	-67.64748114	4.84
28.73488453	56.58247875	6.99
28.74013935	37.12833508	6.45
28.83206122	-60.31238593	6.52
28.92661563	81.95898770	6.96
28.94360840	-60.86113745	6.15
28.95083296	-55.07216964	6.77
28.95155548	30.35478148	6.92
28.95937790	-78.34867741	6.25
28.96263355	23.57734317	5.93
28.97391411	1.84951901	6.14
28.97697359	37.27780093	6.00
28.98680207	-51.60958673	3.85
29.00001575	68.68526545	4.95
29.03845779	37.25180400	5.85
29.03914737	-49.83647990	6.35
29.13204902	70.20379220	6.94
29.13406327	41.89208424	6.98
29.14425058	-32.13834694	6.69
29.16732782	-22.52671153	5.05
29.24856719	-51.76685008	6.20
29.29093654	-10.24183649	6.57
29.29163705	-47.38529869	4.99
29.33763922	17.81758940	5.26
29.43223051	27.80452380	5.91
29.47109538	75.33613755	6.79
29.47237594	-65.42468427	6.52
29.48075757	40.76081521	6.98
29.48239763	23.59609610	4.86
29.48484304	41.69457318	6.75
29.49679170	47.09553693	6.65
29.49745159	-2.05950108	6.57
29.51584088	31.13449182	6.69
29.57705821	59.62600215	6.69
29.61116045	-33.06673777	6.54
29.63840779	61.69781632	6.01
29.63958177	49.20425200	5.86
29.68456650	45.43524721	6.86
29.69113269	-61.56992444	2.93
29.69147870	-11.30074034	6.62
29.72686472	18.35814840	6.95
29.75274982	-22.91987980	6.73
29.83140342	-26.43226448	6.80
29.85783536	12.29495706	6.15
29.87925803	-13.87248328	6.83
29.89831329	21.05860461	6.06
29.90828959	64.62163894	5.30
29.91189289	-42.03028941	5.73
29.92116544	-66.06657323	6.26
29.94245126	-20.82457549	5.52
29.99321111	6.03553246	6.91
30.00093670	-21.07777193	4.10
30.03760293	3.09763527	6.01
30.06178693	-3.36827572	6.97
30.07014392	-55.01280664	6.68
30.11154942	-8.52382616	5.35
30.20180403	59.95939566	6.80
30.23639524	-78.87016760	6.96
30.30679758	41.21235515	6.99
30.31165140	-30.00156583	5.50
30.38932555	23.39545809	6.69
30.42667654	-44.71339037	5.27
30.46002672	15.06708124	6.71
30.46801600	-74.44569171	6.82
30.48979079	70.90704605	4.55
30.51166929	2.76376048	3.83
30.53278750	28.40022662	6.73
30.53862187	75.50219029	6.61
30.57530917	54.48754946	4.98
30.61781113	-29.66566527	6.46
30.64615770	13.47672808	6.03
30.64691584	-21.96576972	6.94
30.71567005	-23.88655058	6.45
30.71771388	-2.37772132	6.97
30.71872421	64.90149425	6.02
30.73767498	77.91627546	6.21
30.73985718	11.01875980	6.68
30.74152860	33.28415151	5.53
30.74397324	-15.30594985	6.03
30.75078582	64.39002289	5.69
30.79378002	73.85056527	6.18
30.79835710	0.12845397	5.48
30.85912643	72.42123962	3.96
30.91359346	25.93544879	5.76
30.91868509	-4.10336397	5.73
30.92755689	18.25328848	6.37
30.95051270	-0.34014611	6.10
30.97466283	42.32984832	2.24
31.05181354	-11.85976239	6.56
31.05474348	51.96783144	6.66
31.12262534	-29.29683966	4.64
31.14600838	-54.88162897	6.54
31.16613087	65.10356605	6.53
31.21246935	7.73566461	6.61
31.26583931	55.62236117	6.61
31.27938922	77.28145654	5.35
31.38157411	76.11511028	5.38
31.45177725	7.02839492	6.88
31.50717776	41.53290656	6.94
31.54458754	-10.27614984	6.82
31.55113149	8.24814235	6.33
31.62196116	0.03536862	6.45
31.64130188	22.64840404	5.08
31.70477753	29.26941907	6.81
31.70509566	25.70458883	6.00
31.71650468	-19.13878097	6.56
31.74551385	-65.94572014	6.87
31.76045573	-8.60630763	6.80
31.79285757	23.46277743	2.17
31.94156330	18.02941430	6.69
32.02373939	-41.88039268	6.56
32.12144102	37.85918337	4.83
32.13246416	-6.67801595	6.67
32.13978347	44.45954374	6.55
32.16908619	58.42360489	5.81
32.19028203	-17.77910445	6.14
32.28206230	71.55258863	6.69
32.28888091	-43.51647088	6.00
32.34594705	17.22464882	6.51
32.35535861	25.93997268	5.07
32.35601743	81.29592818	6.09
32.38550383	34.98739204	3.06
32.39508853	-24.34568294	6.55
32.45179984	-40.86644598	6.59
32.46391878	3.76936092	6.86
32.51987613	-43.81555677	6.48
32.53218824	53.84320117	6.47
32.59972155	-76.62373019	6.73
32.60000721	-50.82531507	6.26
32.60608495	59.97995823	6.73
32.62430027	81.48201620	6.90
32.65642510	19.50040351	5.74
32.72014334	39.03957814	6.07
32.72364037	39.04333440	6.95
32.76702675	-15.07077680	6.77
32.80025110	25.93695537	6.16
32.83817716	8.57008262	5.76
32.84267760	-10.05174603	6.10
32.85416096	31.52642246	6.28
32.87164306	57.64554793	6.46
32.88466322	-18.97671679	6.81
32.88946094	-17.74300337	6.61
32.89933984	-1.82534866	6.10
32.93085546	3.45271653	6.73
32.97633594	-47.17025830	6.96
33.06566579	2.74552179	6.66
33.09301632	30.30321507	5.08
33.15630080	24.16779356	6.11
33.19717997	-2.39345960	5.77
33.19993262	21.21098318	5.33
33.20825793	79.69148012	6.53
33.22691696	-30.72384252	5.27
33.25004577	8.84675230	4.52
33.25396814	-21.00023660	6.03
33.26352181	15.27991044	5.82
33.30558667	44.23168903	4.97
33.33768876	74.02781030	6.41
33.37386067	5.01283375	6.60
33.38962584	53.05859199	6.61
33.40008213	51.06623342	5.46
33.42338097	58.56058745	6.56
33.47313991	-9.06468041	6.57
33.51053606	47.48438729	6.14
33.56042796	-67.84155199	5.67
33.57885564	-76.35758436	6.71
33.62126544	66.52444205	6.18
33.63317374	-41.16670109	6.08
33.65781644	28.69142584	6.51
33.69308471	46.68754101	6.90
33.71880011	48.78242880	6.91
33.78207145	55.08818955	6.95
33.79000705	0.72019555	6.80
33.85049328	24.27176457	6.94
33.86798115	-9.46651478	6.56
33.86899336	-67.74633515	5.83
33.92847664	25.04325530	5.69
33.94139916	25.78309877	5.89
33.98456296	33.35897589	5.26
33.99039099	47.81205813	6.54
34.12708452	-51.51211145	3.52
34.18862841	83.56151865	6.61
34.21548842	57.05524766	6.56
34.24578955	-6.42185630	5.67
34.26007346	34.22482985	4.98
34.29358530	23.76793086	6.69
34.32848216	33.84732099	4.02
34.33232779	-35.98307115	6.87
34.48881558	29.00727061	6.76
34.49925395	57.89980835	5.92
34.50510951	1.75689975	5.72
34.51916463	57.51632574	6.15
34.53144339	19.90116135	5.59
34.72443327	-19.53456866	6.99
34.73745342	28.64267411	5.31
34.74149127	23.16783614	6.54
34.74435827	-25.94676773	6.47
34.76855593	57.13550187	6.70
34.78638569	19.68801228	6.94
34.79518193	46.47228976	6.27
34.80809533	57.16923543	6.78
34.82019851	47.37998782	5.32
34.83661103	-2.97706055	4.99
34.84485604	48.95528736	6.52
34.85317746	-41.84843472	6.52
34.90525263	39.83498139	6.61
34.91982842	-4.34558086	6.53
34.97602796	-55.94484169	5.93
35.01851742	30.18817435	6.67
35.03728727	50.95819139	6.75
35.05364903	64.33693546	6.59
35.09539434	-56.78408860	6.85
35.17292662	47.31082911	6.14
35.17883085	55.90908136	6.86
35.24238707	50.15154156	5.55
35.30383614	54.51008750	6.96
35.30736058	-19.91534674	6.69
35.43759585	-68.65942390	4.10
35.48098509	57.24292010	6.53
35.48597927	0.39569203	5.37
35.50600237	-10.77733458	5.52
35.52073828	-17.66202807	6.05
35.52762061	22.87359371	6.72
35.54875946	-43.19991721	6.46
35.55169522	-0.88474037	5.50
35.58930899	55.84565637	5.27
35.63508730	-23.81631542	5.32
35.63820512	16.87029607	6.84
35.70984185	41.39653472	5.88
35.71864225	-73.64582097	6.16
35.72772659	-51.09228926	5.97
35.73977990	-18.35465998	6.39
35.77750969	-37.57606333	6.59
35.83388249	52.08313425	6.71
35.84720759	-26.99524763	6.97
35.86991016	35.44107812	6.92
35.96561124	55.36486781	6.43
36.01148065	42.10230026	6.84
36.03992405	-16.25432040	6.75
36.08373505	-25.84749833	6.61
36.10372497	50.00663318	5.35
36.14044388	-40.84072432	6.31
36.20435282	10.61059804	5.46
36.22497693	-60.31162902	5.45
36.24328387	-2.78001486	6.35
36.31678817	56.60982421	6.33
36.36035123	-66.49402863	6.32
36.40583743	50.27866588	4.85
36.48755111	-12.29045200	4.88
36.50156687	-15.34111517	5.92
36.56747573	6.29267404	6.88
36.64651715	-20.04286354	6.05
36.69010897	10.56532958	6.78
36.74627081	-47.70382692	4.20
36.78023268	27.01257767	6.26
36.84818295	10.19881767	6.55
36.86578353	31.80134872	5.71
36.94525039	-69.52406944	6.78
36.96562114	50.57019433	6.25
36.99970001	1.96088039	6.62
37.00704179	-33.81105246	5.16
37.01808014	-64.29978331	6.36
37.03965786	8.46008870	4.27
37.04162643	29.66953828	5.37
37.14773173	-31.10240175	6.28
37.20224439	29.93158402	6.02
37.26661741	67.40238385	4.51
37.28110197	37.32978174	6.84
37.30678090	23.46907769	6.24
37.35385743	55.53623241	6.55
37.39732674	9.56562436	6.24
37.44208488	46.03200183	6.88
37.48044474	-22.68318886	6.81
37.48256621	39.13711153	6.95
37.55697441	-25.18651726	6.58
37.56467912	-57.80949013	6.74
37.56899446	33.83384234	6.43
37.63464227	25.23521368	5.97
37.63662647	-22.54524212	6.25
37.65986622	19.85538831	6.21
37.66971695	40.16766441	6.97
37.68847239	0.25587583	6.06
37.72657571	17.70405706	6.38
37.86266799	58.02480505	6.75
37.87534312	2.26720689	5.42
37.91716991	-79.10924959	5.44
37.94614689	89.26413805	2.11
38.02198846	-15.24431990	4.84
38.02556633	36.14723132	5.28
38.03931801	-1.03481751	5.53
38.04719534	-32.60632444	6.74
38.04950363	55.45820313	6.84
38.06133465	-36.42733787	6.45
38.09295895	40.27250268	6.86
38.21940851	34.54245642	6.00
38.22562452	15.03446457	6.12
38.27932880	-34.64992327	6.08
38.31800133	-75.89357401	6.96
38.32875682	52.30897804	6.72
38.38984476	-62.58675030	6.78
38.40198648	18.87999013	6.89
38.41768954	-20.00172697	6.36
38.43158060	-72.34909143	6.96
38.46130170	-28.23234010	4.95
38.46349183	-60.98273933	6.83
38.47757346	-51.09349627	6.35
38.48070674	-12.33704547	6.97
38.49314401	71.29441507	6.71
38.53457865	38.73504956	6.85
38.55919909	33.79282571	6.86
38.60800580	11.60488205	6.99
38.62715194	76.71827440	6.77
38.67745683	-7.85928850	5.89
38.76724805	7.47129568	6.34
38.83341680	-3.55953966	6.96
38.86619953	39.66446182	6.33
38.91142631	37.31229050	5.87
38.93242541	68.36780067	6.74
38.94498948	34.68768289	5.51
38.95883975	34.72537607	6.79
38.96870420	5.59330163	5.02
39.00028366	-7.83145306	5.61
39.01596864	6.88336423	5.95
39.03865189	-30.04496366	5.91
39.14626535	7.73007761	5.98
39.15068726	42.40057819	6.78
39.15728620	12.44784628	5.75
39.17937710	31.60766603	6.23
39.23782977	38.73398283	6.02
39.24425358	-34.57734519	5.91
39.25181558	24.64725663	6.59
39.27713577	32.89101724	6.34
39.33679508	39.89612673	6.50
39.35110362	-52.54308845	5.37
39.36633030	83.83453869	6.82
39.40002834	65.74535775	5.93
39.42407297	-3.39606767	5.82
39.43507569	-22.99200304	6.94
39.50292393	7.69537660	6.49
39.50870051	72.81821481	5.33
39.57440986	37.72682260	6.30
39.57748196	-30.19388274	5.94
39.60312581	-37.99039371	6.60
39.61643512	38.08916502	6.29
39.63927126	-20.45613287	6.83
39.65326455	3.44318549	6.37
39.70416245	21.96144509	5.51
39.72165172	-70.67985754	6.84
39.74288059	62.59156708	6.67
39.76426532	10.63718970	6.84
39.78121504	-52.93492756	6.87
39.78728898	-9.83113801	6.81
39.87061789	0.32851680	4.01
39.88207190	-64.28176927	6.53
39.89054885	-11.87158159	4.93
39.89676530	-68.26694760	4.09
39.94966387	-42.89163328	4.76
40.01033431	-30.63353201	6.69
40.05209879	-9.45268375	5.90
40.06526184	6.11195277	6.34
40.08721311	49.56027687	6.64
40.11059490	-14.44916077	6.78
40.16491631	-54.54992422	5.31
40.16638213	-39.85530905	4.28
40.16662061	-69.23297460	6.71
40.17097186	27.06100903	5.33
40.30779517	-0.69534847	5.84
40.37607972	0.54606195	6.85
40.39221887	-14.54941172	6.07
40.45138697	-3.21377678	6.23
40.50045307	10.54487593	6.68
40.50281993	30.93589190	6.97
40.52746495	-38.38371780	6.16
40.53514682	-46.52421200	6.25
40.56220350	40.19438688	5.02
40.59134429	20.01157690	5.75
40.62062504	10.74178145	6.34
40.63816025	-50.80082665	5.52
40.71035729	-28.15130538	6.94
40.74778071	53.52618220	6.02
40.75771535	48.26525502	6.47
40.76167775	55.10607111	5.73
40.82551897	3.23617162	3.50
40.83426702	-40.52793963	6.37
40.85235629	-69.16003745	6.83
40.86027168	-66.71405573	6.36
40.86296031	27.70717078	4.61
40.87043285	-2.53149459	6.65
40.89714063	43.53802547	6.84
40.96353093	25.63833202	6.41
40.98145927	-7.91232752	6.71
41.02149224	44.29705480	5.59
41.03064356	-13.85867594	4.21
41.04414752	-52.57056106	6.19
41.04869991	49.22866639	4.21
41.07954256	17.76401488	6.57
41.08550087	-32.52466200	6.23
41.13737997	15.31189952	5.78
41.20695883	67.82470926	6.00
41.23488901	10.11421979	4.34
41.23961417	12.44596709	5.24
41.27492276	-18.57265077	4.57
41.31943956	-46.28697285	7.00
41.33694010	4.71173043	6.12
41.36438582	-63.70453152	5.90
41.38555249	-67.61672400	4.86
41.40357139	-71.23595606	6.76
41.68773623	-21.63956244	6.57
41.74284779	35.98353306	6.43
41.76501143	35.55481358	6.35
41.79031337	60.57076067	6.62
41.79641948	-22.48565414	6.56
41.87980947	44.27221537	6.58
41.89075106	-35.55053547	6.68
41.94847766	81.44866603	5.99
41.97683942	29.24742385	4.69
41.98049616	55.61361675	6.97
41.98301513	-12.46053156	6.49
41.99754697	15.50808571	6.83
42.05494154	-3.61915487	6.89
42.12898368	-33.78297278	6.97
42.13359632	18.28387012	5.99
42.15826498	-37.40113732	6.75
42.19112221	25.18807322	5.89
42.23127335	69.63419857	6.31
42.24626318	-45.08996647	6.95
42.25569560	-62.80659207	5.30
42.27233113	-32.40628403	4.62
42.29446140	47.21799868	6.83
42.32315708	17.46434448	5.24
42.36219739	37.32641914	6.55
42.37807146	57.08432152	6.37
42.40783393	0.92103500	6.97
42.46247539	-24.55999911	6.31
42.47562958	-27.94203549	5.40
42.49578911	27.26079044	3.58
42.50129674	30.52632898	6.80
42.56144528	-35.84368582	6.08
42.60837902	31.97299926	6.60
42.61890350	-75.06688108	4.91
42.64547584	38.31890838	4.31
42.64707607	36.94864201	6.57
42.66834974	-35.67571664	5.64
42.67413655	55.89552955	3.90
42.67705747	19.16065245	6.75
42.69906166	-39.93219929	6.38
42.71751861	-67.52238590	6.73
42.71993396	35.39390349	6.64
42.75977464	-21.00397890	4.93
42.87319979	15.08212726	5.49
42.87846216	35.05989415	4.67
42.89980168	-63.54061374	6.74
42.92396836	46.84200204	6.02
42.94131740	58.31429743	6.50
42.97031647	44.89423892	6.73
42.98401010	-30.81477504	6.49
42.99478506	68.88851683	6.07
43.05910507	-8.26702678	6.82
43.07894232	-62.90959822	6.19
43.09408668	63.41006580	6.90
43.13287752	-12.76925369	6.19
43.18142033	-41.39199816	6.73
43.21114190	-9.44133236	6.39
43.21677622	52.99738986	6.39
43.22769897	-65.45525503	6.64
43.29856682	16.48361261	6.40
43.32595464	-22.09074838	6.76
43.33778660	48.56998491	6.39
43.35161007	31.64473032	6.72
43.39313847	-38.43708698	6.03
43.39695392	-22.37612257	6.09
43.40935478	1.96968305	6.89
43.42740906	38.33767914	5.43
43.44244965	9.33587328	6.42
43.50404067	47.16092308	6.80
43.52696642	-50.87141943	6.34
43.55814132	42.58898511	7.00
43.56442700	52.76248991	4.08
43.58274885	-55.87936029	6.69
43.58663837	-64.43556911	6.71
43.59526888	51.16699229	6.72
43.69646008	-0.04831908	6.70
43.69756321	-64.00238398	6.94
43.70643981	-33.52489584	6.97
43.78396033	3.48690209	6.99
43.84171633	27.72242075	6.84
43.86753146	73.37115710	6.75
43.87329003	-25.30450033	6.75
43.88148759	2.01829998	6.59
43.92197522	31.04312605	6.87
43.95209490	18.33167607	5.44
43.98642959	61.52106281	5.69
44.05720205	8.38177807	6.08
44.06642735	29.16412159	6.71
44.10273130	64.33244427	6.25
44.10668245	-8.89760976	4.06
44.10825985	18.02365076	5.69
44.13876856	47.16400397	6.21
44.15602146	-3.71221461	5.20
44.20191916	-35.37779597	6.74
44.21108016	51.26135139	6.33
44.26901296	4.50097062	6.17
44.29307336	0.44780479	6.71
44.30380182	-29.85527529	6.39
44.32200201	31.93429432	5.11
44.34875521	-23.86207670	5.51
44.38593897	-38.19095170	6.42
44.40300837	-55.01334760	6.83
44.49396537	64.41908503	6.79
44.50971566	38.61496884	6.20
44.52114653	20.66881016	5.89
44.52369967	-23.60613828	5.97
44.55226007	-12.00579638	6.68
44.56548180	-40.30473491	2.94
44.57814806	32.46073168	6.77
44.67538999	-2.78272383	5.24
44.69021034	39.66282739	4.72
44.69711267	-9.77646597	6.21
44.69902505	-64.07129717	5.02
44.70559620	43.36458720	6.82
44.72102934	21.61777032	6.76
44.75560790	-34.18905120	6.80
44.76545740	35.18311415	5.10
44.77705541	-28.90707982	6.30
44.80305773	21.34044477	4.65
44.90027293	-25.27433851	5.79
44.90162170	-7.17984857	6.79
44.90958178	-32.50722144	6.32
44.91611677	41.03305347	6.03
44.92151015	-2.46490094	5.54
44.92873469	8.90740111	4.68
44.94738166	61.28994463	6.90
44.95300978	57.66324613	6.95
44.95742747	47.22063875	5.63
45.04950134	38.13180775	6.10
45.13127786	18.00503794	6.77
45.18372171	10.87047197	6.04
45.21198090	-2.87864142	6.19
45.21743352	52.35179769	5.26
45.22288026	52.35208662	6.69
45.29152748	-7.66283629	5.92
45.37107017	32.41276331	6.77
45.40604298	-28.09048221	6.02
45.46782491	5.33610360	6.41
45.47168886	38.87822566	6.70
45.47562665	26.46234187	5.96
45.48372163	-9.96139327	6.01
45.53845132	-6.49419402	6.32
45.56415553	-71.90249547	5.47
45.56991279	4.08992539	2.62
45.59378383	4.35287042	5.59
45.59830468	-23.62433613	4.13
45.60780944	26.60964871	6.76
45.67608040	-7.68546315	5.48
45.71755954	47.11069746	6.85
45.73267366	-46.97504226	5.97
45.86738428	6.22682425	6.81
45.87547130	28.26995604	6.45
45.90376552	-59.73761994	5.21
45.98007672	-43.89806662	6.84
45.98645966	47.84849463	6.55
46.03645457	61.70751562	6.78
46.03918193	38.07951302	6.87
46.06865515	-7.60089934	5.32
46.15854814	1.86360560	6.21
46.16938282	15.85624608	6.54
46.19912598	53.50645031	3.06
46.24674293	-74.31995528	6.97
46.29373754	38.84053298	3.29
46.29691909	-8.27430166	6.47
46.33762269	40.58219109	6.22
46.36119708	25.25519906	5.44
46.38510717	56.70554810	4.93
46.41728851	56.06902466	6.27
46.53313395	79.41851027	5.58
46.59869819	13.18740263	5.81
46.63899931	-10.25194445	6.86
46.63953388	-6.08854227	5.29
46.82923690	64.05760178	5.89
46.85702924	17.87997236	6.09
46.88292015	-78.98942329	5.75
46.94725062	47.30870585	6.42
46.95416193	-69.26495674	6.29
46.96168705	-27.83110110	6.23
47.01596021	52.21356389	6.33
47.04220716	40.95565120	2.10
47.08785703	18.79508747	6.35
47.10679318	57.01318092	6.77
47.16163978	8.47089130	6.45
47.20902306	-64.56545641	6.88
47.22576189	62.38459628	6.54
47.26201363	49.61350009	4.18
47.33375029	20.76115147	6.57
47.37345463	44.85788896	3.96
47.39419645	19.38075093	6.91
47.40303182	29.07711221	5.78
47.51360075	-63.91363390	6.71
47.53678290	27.81988947	6.43
47.61268192	26.89607076	6.18
47.61348238	-48.73409558	6.27
47.64729714	-23.73862338	6.53
47.66156390	11.87269252	5.96
47.66350915	-57.80980313	6.78
47.73095987	2.31591174	6.95
47.75335146	64.89630197	6.55
47.77194948	-13.26430421	6.49
47.81976899	-16.02493952	6.41
47.82250605	39.61157075	4.78
47.82824506	-3.81155504	6.16
47.84136712	13.04780325	6.27
47.90695691	19.72669777	4.51
47.92855231	81.47071191	5.97
47.92866464	52.16352076	6.91
47.98432711	74.39386878	4.86
48.01783332	-28.98910623	3.98
48.03976290	42.37594744	6.12
48.05932746	27.25701296	5.75
48.10699596	-44.41965395	6.04
48.10981974	47.72608113	6.46
48.10987466	6.66088598	5.68
48.13808292	-57.32158199	5.73
48.19301506	-1.19593294	5.19
48.25001016	-20.02709406	6.91
48.25620858	-35.94370659	6.27
