RA	DEC	MAG	DIST	B-V
280.70212390	59.62236064	10.00	3.52	1.561
280.74401773	-51.21528108	9.48	48.47	0.804
280.77305298	7.70163770	8.79	45.70	0.760
280.92443814	-40.05744614	10.16	36.04	1.037
280.93153393	31.68182705	9.29	48.52	0.994
281.04046335	46.11387240	8.70	36.76	0.733
281.04119258	75.99056530	10.84	40.23	1.380
281.08473883	39.66997686	4.73	49.75	0.170
281.09489936	39.61259557	4.65	49.16	0.180
281.14668506	43.83327937	7.68	27.25	0.843
281.16785681	23.59009138	6.40	44.40	0.437
281.19306613	37.60505025	4.40	47.10	0.192
281.20079095	37.59456466	5.79	46.04	0.285
281.36190079	-64.87089771	4.84	29.23	0.199
281.41554660	20.54712356	4.30	19.09	0.483
281.64423687	38.35111906	8.23	37.02	0.825
281.75509317	18.18122968	4.39	28.43	0.148
281.86386608	-3.63916615	8.92	14.12	1.295
281.95501862	-77.86861256	6.52	43.12	0.593
282.00603713	-10.14575215	8.58	28.64	0.889
282.06827761	23.51476509	6.29	28.69	0.492
282.12145481	10.74651186	8.09	17.30	1.070
282.21717260	17.43997462	9.28	17.06	1.284
282.30252649	-62.37136650	9.06	41.55	0.913
282.41025874	13.21914865	8.71	36.32	0.730
282.45398321	-23.83576457	10.41	2.97	1.510
282.50390954	3.08910317	10.84	21.80	1.446
282.58856166	-26.92357833	9.78	17.28	1.459
282.61055290	-62.05117896	10.77	16.68	1.480
282.85390681	38.62646410	7.27	30.02	0.594
282.89583932	52.97452091	5.66	26.10	0.843
282.95177431	3.03136205	7.65	28.29	0.701
282.96383719	16.58445361	10.20	15.59	1.447
283.12278607	11.21069539	10.36	41.48	1.569
283.21916429	-57.12516265	12.20	26.65	1.480
283.27441318	-50.18031899	8.57	49.65	0.784
283.48829188	-54.90587481	8.55	38.83	0.884
283.52624769	-54.35596006	9.26	33.66	1.130
283.52696106	-54.35303510	10.55	24.92	1.270
283.53608467	-36.65639463	9.94	37.64	0.958
283.63328634	-22.58058853	10.14	34.42	0.973
283.82791823	-37.49748357	8.10	23.90	0.857
283.86398515	8.40267585	10.15	11.59	1.539
283.87925799	-16.37618751	5.66	32.01	0.445
283.96536366	-42.12659912	8.60	48.73	0.622
283.96664789	38.32836400	12.29	45.50	1.395
283.97119525	-5.74427155	7.60	33.59	0.747
283.97142294	23.55733799	8.31	21.44	0.910
284.00163692	-25.04587509	7.48	49.65	0.569
284.05483475	4.20352956	4.69	40.44	0.161
284.06088696	4.20205672	5.06	43.78	0.204
284.06625285	54.53087318	10.54	42.79	1.588
284.15489096	4.26533443	6.84	27.03	0.583
284.20597185	68.29239059	7.76	42.61	0.676
284.25612303	32.90162351	5.33	14.98	0.594
284.37749732	-55.99081610	8.91	12.64	1.433
284.38579150	-19.04663555	10.74	24.06	1.437
284.50104782	5.91108971	9.30	11.11	1.444
284.50181614	-47.45058125	10.33	45.29	1.098
284.54772312	75.30183935	10.19	42.44	1.556
284.68114151	-37.10708855	4.92	29.91	0.396
284.71235563	30.18017204	6.93	23.43	0.606
284.73564558	-0.50370115	8.53	30.40	0.829
284.77387015	13.62254853	5.38	47.64	0.573
284.78052202	-48.27326531	11.17	13.88	1.446
284.90578844	15.06847757	4.18	47.13	1.082
284.90996198	7.98769568	10.94	25.99	1.365
284.92746028	16.25287380	7.17	44.72	0.508
285.08754035	9.42807256	9.84	39.97	1.002
285.13104924	22.26554486	9.84	41.02	0.912
285.20903220	42.25288346	6.94	34.97	0.534
285.27207019	-66.19174084	8.74	45.27	0.699
285.27731567	15.68374735	7.99	39.18	0.705
285.33125457	-13.69059913	9.86	34.93	1.050
285.35983210	46.93502175	5.07	39.15	0.186
285.41557750	41.49001530	7.33	41.27	0.569
285.42017236	-5.73901832	4.18	45.56	1.079
285.47364755	-36.95224000	11.61	8.21	0.000
285.65301428	-29.88011429	2.62	27.31	0.062
285.65679561	-64.92469089	7.74	45.87	0.601
285.65817180	14.56701386	7.01	26.10	0.629
285.70786379	-42.76827062	11.06	43.33	1.240
285.77478523	-11.04335177	8.57	27.48	0.939
285.80092625	-56.99628944	7.22	46.86	0.888
285.86111975	17.06750914	7.74	43.31	0.612
285.95312296	8.09765736	9.11	35.01	0.974
286.02735730	-28.20315000	10.06	46.02	0.985
286.04033580	17.55591189	7.04	47.21	0.475
286.17055765	-21.74135451	3.92	42.57	1.012
286.22847920	79.75466242	9.76	32.48	1.102
286.28071913	23.07719556	8.68	33.16	0.807
286.32740300	-1.51222647	6.60	44.82	0.359
286.35255180	13.86370983	2.99	25.52	0.014
286.52893192	5.28000141	9.74	29.94	0.969
286.56229139	-4.88233456	3.40	38.39	-0.096
286.60433158	-37.06275714	4.31	17.89	0.523
286.60595985	-11.89639381	7.37	38.79	0.570
286.65701713	28.62838960	5.60	40.82	0.296
286.71918034	-37.80976697	6.29	17.17	0.705
286.73517629	-27.66981416	3.47	36.91	1.169
286.75929861	7.61772281	9.35	24.28	1.056
286.77443107	20.88888827	10.81	8.63	1.570
286.80626789	20.87782548	10.82	8.86	1.570
286.85623123	32.50166027	5.29	40.58	0.367
286.88463423	30.25424179	7.92	28.01	0.763
286.92859504	50.95424968	11.53	38.34	0.000
286.98867463	16.85412507	6.22	20.96	0.705
287.01456055	21.69874452	6.32	43.80	0.434
287.13208817	-30.97250951	7.89	28.80	0.787
287.21029808	-42.42781102	8.03	31.77	0.862
287.22497194	34.06211485	9.54	29.10	1.238
287.23701857	-17.53545002	8.31	44.80	0.757
287.24965607	6.07339716	5.32	43.55	0.346
287.26274156	34.59938067	8.29	46.73	0.750
287.26812682	34.59997848	6.84	48.97	0.643
287.29061868	76.56079335	5.19	27.29	0.308
287.36782635	-37.90423953	4.13	39.76	0.042
287.46925968	-68.42434424	5.47	36.86	0.901
287.47629067	-68.29958856	7.65	35.16	0.600
287.71798899	-47.15707728	9.46	20.06	1.318
287.75825501	-25.81352439	9.31	47.98	0.866
287.78361463	38.78035706	7.69	48.73	0.760
287.87900681	26.73594891	6.45	43.10	0.444
287.98874843	-39.50024233	8.93	46.79	0.667
288.02173147	49.85423807	5.98	24.90	0.666
288.03395364	24.13006036	11.35	34.07	1.410
288.04633448	57.67098903	7.18	20.00	0.804
288.04644334	-83.48338675	7.36	44.94	0.444
288.05646821	2.88766813	11.10	10.15	1.542
288.10644051	-55.86837187	11.38	19.98	1.450
288.11440211	16.85059796	8.08	46.04	0.760
288.13814581	67.66131695	3.23	30.73	0.990
288.47985288	57.70525514	5.16	49.65	1.156
288.50587317	59.55155246	8.10	44.25	0.606
288.66474349	19.31664395	11.62	19.07	1.500
288.74481460	2.16423300	9.98	36.05	2.100
288.75517275	-32.41640270	11.37	27.43	1.416
288.82787160	24.89653555	9.81	28.40	1.304
288.88814331	-24.17910471	6.36	27.05	0.548
288.88872380	73.35521457	4.62	46.02	1.257
288.89560006	11.55513788	8.21	25.36	0.908
288.97420030	-48.35742608	10.55	47.44	1.420
289.04953019	47.08741186	10.78	27.59	1.600
289.17808751	-45.88834168	9.45	15.77	1.432
289.21414473	46.99839321	6.12	42.43	0.479
289.21717717	-10.97179907	7.05	28.79	0.570
289.23164974	5.17214064	9.13	5.87	1.464
289.27545794	53.36816064	3.95	37.76	0.950
289.34291458	71.34713536	7.22	39.00	0.729
289.47330683	25.36916243	8.44	49.95	0.680
289.54065361	-53.38688837	6.47	45.58	0.505
289.55236701	-38.38434513	8.60	41.67	0.809
289.68825089	16.48838911	7.12	36.50	0.541
289.75196603	41.63613932	9.01	35.36	0.806
289.78720239	-45.79857653	11.58	44.23	1.100
289.87906505	-36.65829879	7.35	49.36	0.513
289.91268060	37.33098454	6.42	25.23	0.676
289.98382840	-30.46869843	8.94	45.02	0.842
290.00070908	-9.32282812	8.73	48.80	0.841
290.03547694	-3.05186366	10.02	46.10	0.880
290.08091103	69.91590160	9.56	48.66	0.906
290.11262630	-1.30988396	6.67	49.48	0.438
290.13682588	-5.41587489	5.14	47.24	0.937
290.14566329	-7.66629110	12.38	11.23	0.070
290.22318622	-33.05258846	8.27	48.15	0.656
290.22688340	-33.05480177	10.26	38.58	0.636
290.37374869	-34.98322276	6.61	20.86	0.628
290.41823037	-17.84725155	3.99	37.33	0.228
290.46189748	28.66554957	11.53	25.71	1.420
290.59106083	33.88324642	9.94	28.57	1.603
290.70144198	9.91288991	6.45	35.73	0.458
290.70692777	-66.15107198	9.12	44.13	0.872
290.71325245	-54.42372882	5.04	47.66	0.020
290.75808453	47.71476367	9.10	47.76	0.751
290.80441920	-44.79964788	4.35	42.52	0.350
290.81902531	-6.58486014	9.79	31.87	1.094
290.85283177	20.56923352	8.04	47.04	0.578
290.89148075	33.22157011	6.51	15.49	0.804
290.91222473	-39.18916047	12.08	12.87	0.000
290.98017305	-62.87068320	9.59	43.14	0.932
291.14325270	-22.06107741	11.01	28.64	1.391
291.17411989	22.20173004	7.94	33.37	0.718
291.17524529	8.55039690	11.33	30.20	0.799
291.24070960	11.94285122	5.31	15.15	0.761
291.29126990	-66.46937115	8.54	26.15	1.006
291.35779819	24.91430832	6.31	27.74	0.528
291.37396941	3.11457923	3.44	15.37	0.319
291.59612571	-63.22995810	8.03	47.42	0.534
291.60655771	49.46357557	8.15	25.17	0.929
291.81606699	-34.54681590	10.70	48.01	0.935
291.82546817	-69.30168517	9.37	43.59	0.812
292.05108595	-12.14461006	7.70	38.04	0.741
292.05736833	14.00152237	9.16	40.24	0.780
292.06428045	12.53600021	9.28	27.53	1.080
292.19330787	11.02705223	7.58	44.70	0.623
292.26207180	-49.87479015	9.01	47.17	0.808
292.33942055	31.60965599	7.09	36.40	0.718
292.35983013	0.52871908	10.83	47.53	1.280
292.41903219	-30.79712295	7.26	34.75	0.599
292.42641389	51.72946747	3.81	37.55	0.148
292.46308691	-37.03792368	9.17	45.89	0.754
292.52338993	21.67660689	10.08	29.73	1.160
292.55697790	-54.93797726	11.43	34.66	1.370
292.56178392	-32.09130942	6.69	49.33	0.394
292.64405170	-55.11002087	6.39	36.70	0.450
292.72000978	-6.51407984	7.40	34.27	0.640
292.78560166	58.58697665	6.75	16.71	0.859
292.90751726	17.78323706	8.38	47.60	0.637
293.00389419	5.39885442	8.58	48.78	0.805
293.02735301	-11.27498601	7.67	18.02	0.922
293.05879640	-44.54646647	6.60	41.93	0.526
293.08577692	69.66540172	4.81	5.77	0.786
293.12698330	-35.45211196	8.80	22.06	1.088
293.15745654	0.57745578	10.54	22.80	1.406
293.16785025	-28.01798732	7.28	26.06	0.675
293.35652595	21.84082728	7.03	20.16	0.745
293.35930854	23.49751327	7.94	44.40	0.654
293.36418518	33.20131999	6.75	31.96	0.595
293.50915738	12.63632211	8.97	41.70	0.800
293.52178228	7.37931918	4.61	33.90	1.176
293.54089523	-23.01665648	10.26	49.31	1.010
293.58233594	51.23707706	5.83	25.59	0.475
293.60885874	-12.92644835	7.86	49.16	0.614
293.66472043	4.58175785	9.43	14.47	1.390
293.73104734	11.42408265	8.05	42.21	0.670
293.77631587	8.46087333	10.33	27.96	1.460
293.79052534	-69.97515380	8.02	35.44	0.648
293.81930942	-69.09297072	8.29	44.15	0.672
293.85469016	2.91347598	6.47	42.03	0.414
293.89884607	-20.78168328	6.85	31.65	0.557
293.98172144	56.98438763	6.86	24.25	0.636
294.00275529	0.09212239	7.69	39.12	0.675
294.06166353	-47.94745593	10.34	48.43	1.163
294.06247837	-81.24739364	8.60	45.05	0.774
294.11059344	50.22046347	4.58	18.59	0.395
294.15856119	44.69518822	5.34	40.58	0.928
294.19088968	-10.44276795	8.51	30.32	1.011
294.29900895	28.50006016	6.80	47.37	0.606
294.39365282	-14.30144432	5.57	30.90	0.501
294.44690167	-4.64750966	5.54	32.11	0.429
294.46536935	43.62596023	9.12	43.76	0.845
294.49705083	33.89314808	7.61	32.22	0.719
294.67144862	54.97339500	5.99	39.81	0.482
294.71318301	43.87449867	9.29	44.76	0.805
294.71431166	-25.87150784	9.23	35.35	0.872
294.73251776	-10.33402871	10.00	33.92	0.462
294.77491770	76.42167965	8.20	30.05	0.881
294.85516930	-0.84031133	10.54	48.71	0.906
294.88843753	71.87306594	11.04	21.80	1.480
294.89971054	-26.75131985	10.57	22.30	1.391
294.94110569	-48.19274420	9.18	46.97	0.907
294.96717956	45.15916632	9.33	36.85	0.892
295.18783833	-7.51220178	7.08	47.94	0.525
295.20880618	45.52464940	5.16	48.76	0.426
295.21169817	27.13551496	10.87	47.51	0.224
295.22903510	-1.86996181	7.65	47.48	0.537
295.30720004	-32.87306496	8.25	41.51	0.734
295.32535279	-56.32174782	9.17	33.81	1.040
295.39884022	-72.44564702	9.37	41.41	0.838
295.45453769	50.52544635	6.11	21.62	0.643
295.46706651	50.51792062	6.37	21.41	0.661
295.61348048	8.15470792	9.13	47.51	0.733
295.62361337	1.58667115	7.77	40.31	0.664
295.63820169	-59.00946588	7.62	41.46	0.711
295.71998966	-45.08084040	10.13	28.79	1.347
295.77905778	24.59859981	7.00	45.25	0.567
295.79805629	-10.67942462	8.01	41.68	0.591
295.80949004	58.01675205	6.42	44.98	0.590
295.84762728	23.39133529	11.41	47.30	1.900
295.85510662	10.08926496	10.09	22.63	1.260
295.88936752	-15.46965541	5.59	36.68	0.460
295.96883462	-35.25292711	8.51	44.92	0.679
296.21851623	-52.33611437	8.88	29.96	0.990
296.23359221	-40.23681437	10.01	48.66	1.509
296.31475190	-68.38951599	10.24	47.28	1.049
296.37539384	50.77189993	9.14	46.34	0.884
296.38968002	33.60305635	7.79	20.37	1.000
296.39855126	30.01046344	9.27	20.62	1.175
296.45614527	32.38665088	10.75	11.42	0.000
296.48874776	4.24849718	7.14	30.26	0.612
296.59837325	32.01800544	9.82	13.35	1.517
296.60659960	33.72868813	5.11	20.86	0.476
296.67168193	44.34852564	7.20	42.81	0.591
296.74171584	34.41982386	7.97	47.92	0.661
296.79245489	40.34028305	11.12	37.17	1.629
296.82559835	-18.74638679	7.75	30.94	0.689
296.85488793	-43.34494882	7.25	37.58	0.564
296.88890477	1.08943925	6.90	49.46	0.610
296.96320454	-29.15933342	7.83	34.05	0.669
297.00369884	27.86898992	7.01	26.01	0.660
297.04255658	70.26783533	4.00	44.64	0.888
297.06429046	59.42261842	6.77	28.37	0.592
297.28543324	27.73222024	7.09	49.58	0.611
297.29803947	-28.78873269	6.13	45.56	0.403
297.30076200	57.40947980	7.89	48.78	0.613
297.33972747	-32.87267858	9.28	48.95	0.787
297.35538694	-72.50341408	5.46	41.53	0.234
297.36167607	28.61000603	8.09	45.05	0.518
297.39150244	-37.78029734	7.34	44.98	0.574
297.43341688	-32.76381290	7.91	49.95	0.624
297.66960320	34.94957072	8.14	28.20	0.787
297.69450860	8.86738491	0.83	5.14	0.221
297.69501255	-10.76358902	5.47	26.41	0.402
297.70890221	48.08029551	9.62	36.36	1.044
297.73220710	3.94701438	9.68	40.88	0.930
297.75625098	10.41605390	5.24	19.39	0.563
297.81068163	-44.29025406	10.98	42.81	1.299
297.84296588	-1.53502145	9.50	42.00	0.746
298.01518068	11.62913862	6.29	27.66	0.642
298.03878378	7.45988046	7.28	33.43	0.647
298.12459698	-23.94908031	9.58	28.06	1.155
298.52392292	-32.00307110	10.37	41.17	1.181
298.56230842	1.94408544	8.93	47.35	0.878
298.57426614	-23.94007450	6.36	14.22	1.017
298.60726893	1.94203692	9.07	42.94	0.900
298.68016876	-33.28708675	9.66	49.75	0.889
298.74338277	41.87083952	7.57	44.82	0.796
298.75709911	4.06273950	9.56	36.51	0.978
298.79042053	10.74023756	8.95	39.49	0.599
298.82819233	6.40793334	3.87	13.71	0.855
298.95927101	-26.29968718	4.83	23.79	0.748
298.96820735	51.27196406	11.97	27.46	1.928
299.06587327	-52.97099474	10.68	30.63	1.340
299.06739256	-72.36356780	8.54	23.38	1.058
299.07665069	35.08349079	4.06	42.74	1.019
299.14357171	59.16180940	10.06	29.91	1.600
299.15311166	-31.33539380	8.55	19.19	1.025
299.23078787	-59.28420213	11.02	42.50	1.310
299.25426906	-59.29084362	10.44	42.94	1.200
299.30561123	29.82344076	8.03	25.48	0.797
299.33207734	-12.56673822	9.39	18.90	1.318
299.33272084	24.08846018	7.32	42.61	0.641
299.36441532	-55.76094145	9.62	42.81	0.917
299.51783361	-48.13366885	8.48	46.47	0.614
299.63697548	-54.93659116	8.68	22.77	1.050
299.79409487	23.10127381	5.76	48.40	0.345
299.83052162	42.16844720	10.03	40.92	1.110
299.94143010	-20.21030980	9.34	35.98	0.920
299.94787255	-9.95728408	6.00	24.54	0.598
299.96366659	-34.69763103	5.36	48.05	0.170
300.03472241	-50.21673189	6.76	38.45	0.404
300.08399517	-33.70274870	5.76	20.88	0.498
300.14747226	-72.91018443	3.95	32.54	-0.032
300.18214519	22.71146227	7.83	19.25	0.932
300.25254060	-64.80729222	6.92	42.70	0.412
300.38629401	-16.86881347	7.47	34.25	0.654
300.46533977	-69.18760859	8.25	37.57	0.674
300.61358982	53.37646395	9.35	41.46	0.948
300.64271983	15.59348989	7.29	19.34	0.714
300.64511032	-50.05178120	8.76	11.80	1.124
300.64939243	-50.04937722	10.04	11.80	0.000
300.69624414	3.32589486	7.59	13.11	1.128
300.75339969	20.09716077	10.60	27.42	1.375
300.77177030	-6.28773593	9.73	39.86	1.040
300.89725630	-73.75324870	9.68	36.08	0.952
300.90394052	29.89807932	5.88	15.89	0.749
300.96985375	23.34290432	7.42	15.58	0.815
301.01091585	-37.87554693	7.04	27.87	0.614
301.02693796	17.07116105	5.92	17.67	0.600
301.04206099	25.79032448	7.97	21.61	0.924
301.07532850	-26.32935247	8.30	46.38	0.626
301.19419632	1.15609918	7.83	33.19	0.705
301.19517246	15.90302119	7.45	43.61	0.544
301.22963036	26.05515008	7.82	44.46	0.669
301.26398477	54.43642895	11.97	15.82	1.524
301.27181783	-13.44843027	10.97	49.41	1.310
301.28947757	19.99087704	5.25	49.58	1.058
301.28994567	38.47818576	6.32	18.87	0.654
301.38119520	-67.31925724	6.20	17.71	0.648
301.38980494	3.50310035	8.49	43.07	0.776
301.39099335	7.38616757	8.76	44.42	0.717
301.41878307	48.56680305	7.57	49.78	0.661
301.52056736	5.25389172	9.74	35.73	1.052
301.55682854	53.16506746	5.91	36.46	0.445
301.59137234	35.97353894	5.54	24.19	0.850
301.63635972	-21.67657817	8.12	47.26	0.572
301.77151976	-19.42298424	11.65	37.88	1.208
301.78794899	-0.87408537	8.40	48.01	0.734
301.89613313	-55.01610030	6.37	23.21	0.530
301.93658522	-31.75215970	12.48	14.60	1.560
301.95975060	9.39976375	6.52	43.25	0.463
301.98423730	7.44197657	11.39	45.07	1.380
302.00731244	-0.67802026	6.13	47.87	1.023
302.10111045	6.67832582	9.94	27.40	1.169
302.15168577	85.12426960	7.25	40.49	0.572
302.17441713	-66.17932101	3.69	6.11	0.751
302.17855815	50.58612905	7.52	44.58	0.568
302.39292263	16.80533865	7.67	24.35	0.810
302.40175168	-14.28668893	9.89	31.76	1.137
302.42136042	-3.12890765	9.70	31.93	1.184
302.45111662	-51.71811059	8.52	38.52	0.708
302.48587588	20.91478880	6.60	45.00	0.394
302.49859873	61.47371449	8.89	28.00	0.906
302.58275051	-20.49251554	9.01	15.67	1.296
302.62724218	-53.59122656	9.93	49.98	1.123
302.71777449	77.23772618	8.97	16.80	1.320
302.73782769	-30.21790202	12.31	15.37	0.070
302.77635847	16.18702943	7.48	20.48	0.830
302.79836763	-36.09738423	5.44	6.05	0.868
302.89476753	62.07834754	5.82	48.69	0.530
303.02283248	46.29979221	9.21	41.19	0.810
303.03891089	-12.89269070	11.38	26.36	1.424
303.10731366	-12.61702214	5.95	28.05	0.476
303.16760220	-34.35657738	9.22	49.95	0.750
303.17350370	-13.20112361	9.99	47.92	1.038
303.29566345	2.93888174	10.43	36.55	1.260
303.31695679	-82.02809545	8.61	31.15	0.896
303.33154341	-36.30247853	9.62	42.94	0.873
303.34491602	-15.43146074	8.80	36.59	0.732
303.34917142	56.56752223	4.32	46.71	0.114
303.41956985	53.12467632	7.14	46.21	0.504
303.45751248	-47.61533621	9.65	47.08	0.906
303.46480959	13.38876287	11.41	26.64	1.365
303.46980202	-45.16363153	8.04	6.20	1.431
303.49950890	-0.86751441	7.93	19.89	0.938
303.56910667	15.19746767	4.97	47.08	0.072
303.61743702	-7.28132198	10.27	20.40	1.351
303.63326032	36.80613540	4.99	41.03	0.151
303.70846620	18.46569345	10.63	41.82	0.000
303.81907470	-27.03253576	5.88	8.82	0.878
303.96927228	42.97920300	10.07	24.41	1.266
304.00252971	45.57965867	5.97	34.52	0.447
304.09098707	-2.06886921	11.27	26.92	1.417
304.11019928	-35.19859739	6.63	42.59	0.381
304.16030586	-35.04113182	8.59	44.33	0.685
304.16906152	-59.11737354	9.26	47.66	0.760
304.22801013	-32.60751054	7.65	46.62	0.689
304.22808500	50.27927108	8.29	30.93	0.747
304.23051420	6.92173932	9.81	47.10	1.140
304.23226548	-10.98157182	8.79	43.88	0.723
304.37763542	66.85296587	6.04	17.57	0.602
304.46833970	-17.28505738	11.12	34.82	1.301
304.51341030	-12.54485877	3.74	33.32	0.883
304.54175750	-4.72861347	7.39	36.63	0.567
304.55596505	29.20437036	8.83	35.66	1.008
304.62751329	19.03105653	11.64	25.27	0.448
304.69134866	-0.65712214	11.09	28.76	1.430
304.82368720	-47.57984541	6.23	29.49	0.469
304.90522491	-46.42786662	8.84	17.94	1.167
304.90814198	-69.01505330	8.33	47.62	0.684
304.93859756	-25.22824312	7.33	43.35	0.594
305.07949342	52.22993250	10.14	41.67	1.081
305.10241180	-75.57823647	8.56	38.79	0.740
305.11103732	83.99949982	10.11	48.85	0.891
305.12227031	6.78867215	11.47	43.65	1.229
305.24117884	44.60823735	9.02	48.92	0.864
305.29564138	-51.79129012	10.31	22.95	1.594
305.36858807	-66.74969742	6.60	44.01	0.505
305.42233711	-49.99880746	6.38	32.43	0.549
305.55736880	-49.73859934	10.28	38.11	1.088
305.67127784	-58.28460393	10.69	19.86	1.455
305.67393980	-10.30169877	9.39	36.39	0.888
305.68783145	19.85007103	7.27	48.36	0.726
305.71800750	14.55111452	6.27	26.13	0.498
305.89795340	-21.36805062	8.76	43.71	0.554
305.90929741	-5.26617164	6.84	41.46	0.426
306.72140299	-37.40262700	6.40	39.67	0.961
306.75919090	49.38322449	5.81	37.65	0.339
306.86237260	-2.11935082	7.61	46.53	0.520
306.86484323	-2.10290922	6.82	48.31	0.519
306.92412765	-27.74557538	11.44	15.40	1.504
306.93438673	-30.86657793	6.76	19.42	0.724
307.04929063	22.12958535	7.22	28.24	0.642
307.07675395	18.76963484	7.01	37.36	0.662
307.09864488	-63.09735267	9.03	49.46	0.832
307.20807266	-1.73445970	6.93	31.95	0.547
307.21509857	-17.81366828	4.85	30.27	0.386
307.29869205	4.45653529	7.19	36.85	0.512
307.39511383	62.99413722	4.27	41.60	0.199
307.46907440	-18.58616340	6.80	41.86	0.220
307.53538664	-39.46697628	9.01	49.85	0.779
307.54486771	26.84310641	9.78	23.13	1.340
307.63092880	65.44886952	10.57	7.96	1.542
307.78217333	33.54267296	8.49	44.68	0.884
307.80535623	5.21834806	8.91	44.39	0.696
307.88321781	33.77583031	9.35	26.19	1.141
307.90112040	34.33050116	6.57	45.09	0.422
307.92085659	-35.52389355	9.40	40.83	0.831
307.96945760	-40.90138948	7.72	47.64	0.709
308.00075549	33.00540715	10.23	46.21	0.915
308.03654530	-47.70148388	10.10	32.89	0.000
308.09797300	-9.85364143	5.80	24.24	0.689
308.21568724	41.89737776	7.21	22.23	0.796
308.34562482	-41.52433433	6.93	39.25	0.666
308.37915641	-22.23172205	7.56	48.26	0.548
308.44004511	-46.20538424	12.01	44.90	1.400
308.54856618	-13.72126202	6.24	32.84	0.543
308.59226795	25.06518962	11.55	14.78	-0.097
308.67858975	3.34874845	11.70	31.04	1.450
308.69234213	-33.92265738	10.22	36.23	0.950
308.78125264	-51.14778730	12.27	22.98	1.440
308.80198556	6.12756365	9.05	30.55	0.960
308.84075719	64.97203552	10.21	32.75	1.180
308.85908133	11.35622337	8.64	38.34	0.759
308.89486744	-60.58129819	4.83	27.57	0.291
309.29804316	-44.74460488	8.24	36.79	0.648
309.31633112	-34.15814952	8.16	48.38	0.565
309.33674846	75.59909315	7.60	27.65	0.859
309.38638877	31.52198719	6.60	49.26	0.371
309.38695734	14.59520289	3.72	29.86	0.425
309.39162365	-47.29166239	3.27	31.05	0.998
309.46640563	-60.63432569	7.63	46.93	0.667
309.58091391	-55.60529117	11.49	32.01	1.420
309.58289912	-52.36062991	10.18	37.24	1.143
309.58796857	-4.51186104	7.90	41.86	0.597
309.60177220	6.72562694	11.85	34.34	1.457
309.66683330	38.63556258	6.89	26.94	0.610
309.76104626	-49.33145890	7.47	33.64	0.626
309.78163540	10.08615196	5.21	30.06	0.702
309.84109282	10.07568410	8.67	28.39	0.910
309.84543081	11.71249141	11.92	35.01	0.000
309.88753903	42.24908836	6.92	32.83	0.507
309.90501773	4.97185386	7.98	18.58	1.241
309.96603077	11.24944743	6.51	32.99	0.559
310.00944347	-60.54750937	5.23	24.20	0.544
310.04765218	-23.77498736	6.50	14.65	0.719
310.07448978	60.50481311	6.12	33.20	0.443
310.09257462	-24.11731794	7.34	42.70	0.607
310.12704765	-30.05194522	10.19	44.72	1.095
310.18777967	19.93477741	6.56	20.99	0.611
310.36689750	57.42929757	10.37	23.96	1.360
310.41938139	-5.49300624	10.65	27.91	1.318
310.42430115	-22.32105628	9.94	23.03	1.121
310.43225974	-75.35041089	6.60	43.57	0.620
310.43808085	-75.34598534	7.30	39.45	0.640
310.46238529	-32.43434165	10.17	10.22	1.550
310.57793029	-52.69667207	8.93	12.11	1.324
310.62268393	-5.30082137	7.75	30.17	0.711
310.64387351	-20.07641421	12.43	21.10	-0.199
310.70587871	20.84547031	8.41	25.39	0.889
310.73658394	-18.91626852	10.79	19.93	1.450
310.75045430	35.49812937	11.52	45.75	1.381
310.79576497	66.65736293	5.66	42.57	0.218
310.81678113	-29.42340416	7.09	22.44	0.671
310.92061816	64.28194099	11.47	21.69	1.997
310.92133141	-0.17882755	11.56	26.06	1.449
311.00258297	-21.35511949	9.96	26.14	1.191
311.00911122	-51.92084051	4.58	24.17	0.278
311.09147356	19.75114435	10.38	19.93	1.457
311.23821628	-3.55813988	10.56	47.87	1.101
311.23981530	-66.20323826	3.47	42.18	0.163
311.26560137	44.49840983	10.85	12.50	1.491
311.28891788	-31.34002411	8.76	9.94	1.470
311.32195263	61.83679404	3.57	14.34	0.912
311.33831928	57.58029799	4.63	27.12	0.535
311.52402547	-25.27051682	4.23	14.67	0.426
311.54010857	-21.74511345	7.96	33.22	0.914
311.55180091	33.96945334	2.64	22.09	1.021
311.55521876	15.90715629	7.24	38.24	0.794
311.57602566	-23.07972086	10.81	30.79	1.299
311.64295307	-17.16275361	7.79	35.12	0.620
311.66194885	16.12462394	5.24	31.56	0.495
311.66465833	16.12477326	4.44	31.11	1.042
311.81879371	-35.15389062	8.40	39.49	0.759
311.81994577	10.86156911	9.86	31.57	1.032
311.90773584	12.98615478	7.56	39.06	0.587
311.91795962	70.93266065	10.86	26.75	1.365
311.93749323	-36.59447993	9.59	44.40	0.939
311.97038810	52.40757941	6.43	41.88	0.883
312.06332409	-12.45438728	8.15	37.86	0.619
312.09067469	-22.74027790	7.42	49.78	0.527
312.12083153	-43.98827127	5.19	41.07	0.361
312.29170453	-54.77705918	9.39	40.90	0.979
312.31809562	32.28543792	8.40	23.68	0.939
312.34803992	11.40265688	9.40	34.29	1.074
312.35217649	11.40393543	9.67	34.29	1.073
312.37117575	71.77454365	8.37	34.95	0.767
312.40723273	12.54489131	6.10	29.58	0.420
312.42027332	26.93910843	10.66	47.82	1.027
312.44964547	-28.46883780	10.92	44.21	1.356
